molecule_id,synthetic_accessibility_score,stereocenter_count,defined_stereocenter_count,undefined_stereocenter_count,ring_count,rotatable_bonds,stereochemical_complexity,route_status,route_note,synthetic_feasibility_class
REV-DE_NOVO-23,2.863,0,0,0,4,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-24,2.497,0,0,0,3,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-25,2.272,0,0,0,3,8,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-26,4.129,1,1,0,3,9,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-27,2.399,0,0,0,2,5,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-28,2.638,1,0,1,2,7,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-29,2.885,1,0,1,3,9,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-30,2.102,0,0,0,3,0,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-31,2.305,0,0,0,3,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-32,3.169,1,0,1,1,6,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-33,2.38,0,0,0,3,1,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-34,2.38,0,0,0,2,3,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-35,4.302,5,4,1,3,1,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-36,2.388,0,0,0,4,5,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-37,2.729,0,0,0,1,3,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-38,2.267,1,1,0,1,6,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-39,2.65,0,0,0,5,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-40,2.532,1,1,0,3,5,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-41,2.848,0,0,0,2,3,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-42,4.026,6,0,6,2,5,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-43,2.957,1,0,1,3,5,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-44,2.028,0,0,0,1,9,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-45,3.817,5,5,0,3,8,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-46,3.945,1,0,1,2,3,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-47,3.058,1,0,1,2,6,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-48,4.925,7,7,0,8,11,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-49,3.652,0,0,0,3,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-50,2.769,1,1,0,2,2,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-51,2.578,0,0,0,5,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-52,3.605,1,1,0,4,12,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-53,3.485,2,1,1,2,9,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-54,2.581,0,0,0,4,5,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-55,2.493,0,0,0,0,3,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-56,2.527,0,0,0,2,3,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-57,3.202,1,1,0,3,5,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-58,2.434,0,0,0,3,11,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-59,2.536,0,0,0,1,3,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-60,3.923,2,1,1,2,6,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-61,2.369,0,0,0,4,5,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-62,3.333,0,0,0,1,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-63,2.01,0,0,0,2,5,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-64,3.463,0,0,0,2,7,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-65,2.63,1,0,1,2,3,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-66,2.159,0,0,0,2,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-67,2.114,0,0,0,1,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-68,2.286,0,0,0,3,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-69,2.404,0,0,0,2,2,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-70,3.519,1,0,1,2,4,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-71,2.92,1,0,1,2,4,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-72,3.353,0,0,0,2,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-73,2.205,0,0,0,4,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-74,2.195,0,0,0,2,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-75,2.674,0,0,0,1,0,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-76,3.863,1,0,1,1,3,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-77,2.554,0,0,0,2,2,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-78,2.863,1,0,1,2,4,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-79,2.561,0,0,0,4,2,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-80,2.497,1,0,1,1,7,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-81,2.197,0,0,0,2,3,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-82,2.375,0,0,0,3,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-83,3.799,2,2,0,3,4,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-84,2.449,0,0,0,1,5,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-85,2.877,2,0,2,1,2,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-86,3.521,1,0,1,2,5,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-87,2.495,1,0,1,1,7,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-88,3.401,3,0,3,2,3,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-89,4.412,3,0,3,3,3,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-90,2.72,1,1,0,3,6,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-91,2.207,1,1,0,2,7,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-92,3.26,1,1,0,5,6,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-93,3.022,1,1,0,0,8,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-94,3.957,2,2,0,1,8,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-95,3.616,2,0,2,2,2,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-96,3.996,0,0,0,1,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-97,2.63,0,0,0,1,2,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-98,2.131,0,0,0,3,7,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-99,5.849,7,3,4,9,13,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-100,2.738,1,0,1,1,7,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-101,2.785,2,0,2,3,3,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-102,3.117,0,0,0,0,3,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-103,2.363,0,0,0,3,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-104,3.136,0,0,0,12,5,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-105,2.262,1,1,0,3,4,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-106,3.53,1,1,0,3,5,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-107,2.469,0,0,0,2,8,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-108,4.777,2,0,2,2,1,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-109,2.564,0,0,0,2,7,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-110,3.002,1,0,1,2,2,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-111,3.255,0,0,0,11,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-112,3.065,1,0,1,4,4,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-113,2.062,0,0,0,1,11,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-114,4.533,1,0,1,2,0,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-115,3.305,1,0,1,3,4,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-116,4.568,2,0,2,4,2,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-117,2.713,0,0,0,3,1,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-118,2.281,1,0,1,2,6,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-119,2.428,0,0,0,3,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-120,2.69,1,0,1,2,5,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-121,2.406,0,0,0,2,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-122,2.417,0,0,0,3,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-123,2.981,1,0,1,2,2,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-124,3.029,1,0,1,4,4,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-125,4.399,10,7,3,2,6,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",MODERATE
REV-DE_NOVO-126,3.982,3,1,2,3,6,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-127,3.177,3,0,3,2,2,high,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-128,3.189,1,0,1,1,5,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-129,2.164,0,0,0,2,2,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-130,3.056,1,1,0,2,5,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-131,2.661,0,0,0,4,6,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-132,1.928,0,0,0,2,4,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-133,2.834,0,0,0,2,5,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-134,3.209,1,1,0,1,4,moderate,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-135,2.483,0,0,0,2,9,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-136,2.211,0,0,0,2,2,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
REV-DE_NOVO-137,3.127,0,0,0,5,7,low,NOT_AVAILABLE,"AIZynthFinder route prediction not run (USPTO models absent); SAScore is a prioritization proxy, not a validated synthesis plan.",FAVORABLE
